DEPARTAMENTO,PROVINCIA,DISTRITO,DISTRITO,PROVINCIA,distr_prov
JUNIN,YAULI,CHACAPALPA,,,0.0013012361743656475
JUNIN,YAULI,LA OROYA,,,0.022121014964216004
JUNIN,YAULI,MOROCOCHA,,,0.0006506180871828237
JUNIN,YAULI,PACCHA,,,0.001951854261548471
JUNIN,YAULI,SANTA ROSA DE SACCO,,,0.0071567989590110605
JUNIN,YAULI,SUITUCANCHA,,,0.0013012361743656475
JUNIN,YAULI,YAULI,,,0.002602472348731295
LA LIBERTAD,ASCOPE,ASCOPE,,,0.005239259517988124
LA LIBERTAD,ASCOPE,CASA GRANDE,,,0.022703457911281873
LA LIBERTAD,ASCOPE,CHICAMA,,,0.008732099196646874
LA LIBERTAD,ASCOPE,CHOCOPE,,,0.012574222843171499
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,,,0.0024449877750611247
LA LIBERTAD,ASCOPE,PAIJAN,,,0.011875654907439748
LA LIBERTAD,ASCOPE,RAZURI,,,0.004889975550122249
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,,,0.019559902200488997
LA LIBERTAD,BOLIVAR,BAMBAMARCA,,,0.00034928396786587494
LA LIBERTAD,CHEPEN,CHEP+N,,,0.03597624869018512
LA LIBERTAD,CHEPEN,CHEPEN,,,0.02619629758994062
LA LIBERTAD,CHEPEN,PACANGA,,,0.0062871114215857496
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,,,0.0045406915822563745
LA LIBERTAD,GRAN CHIMU,CASCAS,,,0.005239259517988124
LA LIBERTAD,GRAN CHIMU,COMPIN,,,0.00034928396786587494
LA LIBERTAD,GRAN CHIMU,LUCMA,,,0.0013971358714634998
LA LIBERTAD,GRAN CHIMU,MARMOT,,,0.00034928396786587494
LA LIBERTAD,GRAN CHIMU,SAYAPULLO,,,0.00034928396786587494
LA LIBERTAD,JULCAN,CALAMARCA,,,0.0006985679357317499
LA LIBERTAD,JULCAN,CARABAMBA,,,0.0013971358714634998
LA LIBERTAD,JULCAN,JULCAN,,,0.0006985679357317499
LA LIBERTAD,OTUZCO,AGALLPAMPA,,,0.00209570380719525
LA LIBERTAD,OTUZCO,CHARAT,,,0.00034928396786587494
LA LIBERTAD,OTUZCO,HUARANCHAL,,,0.00034928396786587494
LA LIBERTAD,OTUZCO,LA CUESTA,,,0.00034928396786587494
LA LIBERTAD,OTUZCO,MACHE,,,0.0017464198393293748
LA LIBERTAD,OTUZCO,OTUZCO,,,0.010129235068110374
LA LIBERTAD,OTUZCO,SALPO,,,0.0006985679357317499
LA LIBERTAD,OTUZCO,SINSICAP,,,0.0006985679357317499
LA LIBERTAD,OTUZCO,USQUIL,,,0.0017464198393293748
LA LIBERTAD,PACASMAYO,GUADALUPE,,,0.02444987775061125
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,,,0.001047851903597625
LA LIBERTAD,PACASMAYO,PACASMAYO,,,0.020957038071952497
LA LIBERTAD,PACASMAYO,SAN JOSE,,,0.0031435557107928748
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,,,0.008732099196646874
LA LIBERTAD,PATAZ,BULDIBUYO,,,0.00034928396786587494
LA LIBERTAD,PATAZ,CHILLIA,,,0.001047851903597625
LA LIBERTAD,PATAZ,HUANCASPATA,,,0.00034928396786587494
LA LIBERTAD,PATAZ,PARCOY,,,0.0024449877750611247
LA LIBERTAD,PATAZ,PATAZ,,,0.00209570380719525
LA LIBERTAD,PATAZ,PIAS,,,0.00034928396786587494
LA LIBERTAD,PATAZ,TAYABAMBA,,,0.0013971358714634998
LA LIBERTAD,PATAZ,URPAY,,,0.00034928396786587494
LA LIBERTAD,SANCHEZ CARRION,CHUGAY,,,0.0006985679357317499
LA LIBERTAD,SANCHEZ CARRION,CURGOS,,,0.0006985679357317499
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,,,0.005239259517988124
LA LIBERTAD,SANCHEZ CARRION,MARCABAL,,,0.001047851903597625
LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,,,0.00034928396786587494
LA LIBERTAD,SANCHEZ CARRION,SARIN,,,0.00034928396786587494
LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,,,0.0013971358714634998
LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,,,0.0006985679357317499
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,,,0.001047851903597625
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,,,0.00034928396786587494
LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,,,0.00034928396786587494
LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,,,0.001047851903597625
LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,,,0.001047851903597625
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,,,0.00209570380719525
LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,,,0.00034928396786587494
LA LIBERTAD,TRUJILLO,EL PORVENIR,,,0.09151239958085924
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,,,0.061124694376528114
LA LIBERTAD,TRUJILLO,HUANCHACO,,,0.023751309814879495
LA LIBERTAD,TRUJILLO,LA ESPERANZA,,,0.12399580859238561
LA LIBERTAD,TRUJILLO,LAREDO,,,0.03318197694725812
LA LIBERTAD,TRUJILLO,MOCHE,,,0.023052741879147746
LA LIBERTAD,TRUJILLO,POROTO,,,0.00034928396786587494
LA LIBERTAD,TRUJILLO,SALAVERRY,,,0.012574222843171499
LA LIBERTAD,TRUJILLO,SIMBAL,,,0.00209570380719525
LA LIBERTAD,TRUJILLO,TRUJILLO,,,0.28501571777855395
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,,,0.03597624869018512
LA LIBERTAD,VIRU,CHAO,,,0.009081383164512749
LA LIBERTAD,VIRU,GUADALUPITO,,,0.0034928396786587496
LA LIBERTAD,VIRU,VIR+,,,0.007334963325183374
LA LIBERTAD,VIRU,VIRU,,,0.013971358714634998
LAMBAYEQUE,CHICLAYO,CAYALTI,,,0.009735744089012517
LAMBAYEQUE,CHICLAYO,CHICLAYO,,,0.35002318034306906
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,,,0.00880853036624942
LAMBAYEQUE,CHICLAYO,ETEN,,,0.012517385257301807
LAMBAYEQUE,CHICLAYO,ETEN PUERTO,,,0.0009272137227630969
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,,,0.10941121928604543
LAMBAYEQUE,CHICLAYO,LA VICTORIA,,,0.06212331942512749
LAMBAYEQUE,CHICLAYO,LAGUNAS,,,0.00880853036624942
LAMBAYEQUE,CHICLAYO,MONSEFU,,,0.019471488178025034
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,,,0.0009272137227630969
LAMBAYEQUE,CHICLAYO,OYOTUN,,,0.0027816411682892906
LAMBAYEQUE,CHICLAYO,PATAPO,,,0.017153453871117292
LAMBAYEQUE,CHICLAYO,PICSI,,,0.00927213722763097
LAMBAYEQUE,CHICLAYO,PIMENTEL,,,0.019007881316643487
LAMBAYEQUE,CHICLAYO,POMALCA,,,0.01576263328697265
LAMBAYEQUE,CHICLAYO,PUCALA,,,0.00927213722763097
LAMBAYEQUE,CHICLAYO,REQUE,,,0.007417709782104775
LAMBAYEQUE,CHICLAYO,SANTA ROSA,,,0.008344923504867872
LAMBAYEQUE,CHICLAYO,SAÑA,,,0.0023180343069077423
LAMBAYEQUE,CHICLAYO,TUMAN,,,0.01483541956420955
LAMBAYEQUE,EXTRANJERO,EXTRANJERO,,,0.0004636068613815484
LAMBAYEQUE,FERRENAFE,FERRENAFE,,,0.0004636068613815484
LAMBAYEQUE,FERRENAFE,MANUEL ANTONIO MESONES MURO,,,0.0004636068613815484
LAMBAYEQUE,FERREÂ´.Â¢AFE,PITIPO,,,0.0004636068613815484
LAMBAYEQUE,FERREÂ´.Â¢AFE,PUEBLO NUEVO,,,0.0004636068613815484
LAMBAYEQUE,FERREÑAFE,CAÑARIS,,,0.0009272137227630969
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,,,0.04821511358368104
LAMBAYEQUE,FERREÑAFE,INCAHUASI,,,0.0013908205841446453
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,,,0.0018544274455261937
LAMBAYEQUE,FERREÑAFE,PITIPO,,,0.010199350950394067
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,,,0.006490496059341678
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,,,0.00927213722763097
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,,,0.007417709782104775
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,,,0.04450625869262865
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,,,0.009735744089012517
LAMBAYEQUE,LAMBAYEQUE,MORROPE,,,0.011126564673157162
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,,,0.01761706073249884
LAMBAYEQUE,LAMBAYEQUE,OLMOS,,,0.01761706073249884
LAMBAYEQUE,LAMBAYEQUE,PACORA,,,0.00602688919796013
LAMBAYEQUE,LAMBAYEQUE,SALAS,,,0.0013908205841446453
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,,,0.005099675475197033
LAMBAYEQUE,LAMBAYEQUE,TUCUME,,,0.01761706073249884
LAMBAYEQUE,LIMA,SAN JUAN DE LURIGANCHO,,,0.0004636068613815484
LAMBAYEQUE,PIURA,CASTILLA,,,0.0004636068613815484
LIMA,BARRANCA,BARRANCA,,,0.007721070266595445
LIMA,BARRANCA,PARAMONGA,,,0.002282328946729471
LIMA,BARRANCA,PATIVILCA,,,0.0016024862817462244
LIMA,BARRANCA,SUPE,,,0.0018452872335259554
LIMA,BARRANCA,SUPE PUERTO,,,0.0011654445685427086
LIMA,CAJATAMBO,CAJATAMBO,,,4.85601903559462e-05
LIMA,CAJATAMBO,COPA,,,4.85601903559462e-05
LIMA,CANETE,ASIA,,,4.85601903559462e-05
LIMA,CANETE,CHILCA,,,9.71203807118924e-05
LIMA,CANETE,IMPERIAL,,,0.0001942407614237848
LIMA,CANETE,LUNAHUANA,,,4.85601903559462e-05
LIMA,CANETE,MALA,,,0.00014568057106783858
LIMA,CANETE,SAN LUIS,,,4.85601903559462e-05
LIMA,CANTA,ARAHUAY,,,9.71203807118924e-05
LIMA,CANTA,CANTA,,,0.00033992133249162335
LIMA,CANTA,HUAMANTANGA,,,0.00014568057106783858
LIMA,CANTA,HUAROS,,,9.71203807118924e-05
LIMA,CANTA,SAN BUENAVENTURA,,,4.85601903559462e-05
LIMA,CANTA,SANTA ROSA DE QUIVES,,,0.0001942407614237848
LIMA,CAÑETE,ASIA,,,0.00024280095177973098
LIMA,CAÑETE,CALANGO,,,9.71203807118924e-05
LIMA,CAÑETE,CERRO AZUL,,,0.0005341620939154081
LIMA,CAÑETE,CHILCA,,,0.001505365901034332
LIMA,CAÑETE,COAYLLO,,,0.00043704171320351577
LIMA,CAÑETE,IMPERIAL,,,0.004224736560967319
LIMA,CAÑETE,LUNAHUANA,,,0.0003884815228475696
LIMA,CAÑETE,MALA,,,0.0018452872335259554
LIMA,CAÑETE,NUEVO IMPERIAL,,,0.0013596853299664934
LIMA,CAÑETE,PACARAN,,,4.85601903559462e-05
LIMA,CAÑETE,QUILMANA,,,0.0011168843781867626
LIMA,CAÑETE,SAN ANTONIO,,,0.00048560190355946195
LIMA,CAÑETE,SAN LUIS,,,0.0008740834264070315
LIMA,CAÑETE,SAN VICENTE DE CAÂ´.Â¢ETE,,,4.85601903559462e-05
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,,,0.006798426649832467
LIMA,CAÑETE,SANTA CRUZ DE FLORES,,,0.00024280095177973098
LIMA,CAÑETE,ZUÑIGA,,,0.0001942407614237848
LIMA,HUARAL,ATAVILLOS BAJO,,,0.00024280095177973098
LIMA,HUARAL,AUCALLAMA,,,0.0010197639974748702
LIMA,HUARAL,CHANCAY,,,0.007041227601612198
LIMA,HUARAL,HUARAL,,,0.011460204924003303
LIMA,HUARAL,IHUARI,,,0.0001942407614237848
LIMA,HUARAL,LAMPIAN,,,9.71203807118924e-05
LIMA,HUARAL,SAN MIGUEL DE ACOS,,,4.85601903559462e-05
LIMA,HUARAL,SUMBILCA,,,0.00014568057106783858
LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,,,4.85601903559462e-05
LIMA,HUAROCHIRI,ANTIOQUIA,,,4.85601903559462e-05
LIMA,HUAROCHIRI,CALLAHUANCA,,,4.85601903559462e-05
LIMA,HUAROCHIRI,CARAMPOMA,,,4.85601903559462e-05
LIMA,HUAROCHIRI,CASTA,,,9.71203807118924e-05
LIMA,HUAROCHIRI,CHICLA,,,9.71203807118924e-05
LIMA,HUAROCHIRI,HUANZA,,,4.85601903559462e-05
LIMA,HUAROCHIRI,HUAROCHIR-,,,4.85601903559462e-05
LIMA,HUAROCHIRI,HUAROCHIRI,,,0.0006798426649832467
LIMA,HUAROCHIRI,LARAOS,,,4.85601903559462e-05
LIMA,HUAROCHIRI,MATUCANA,,,0.00048560190355946195
LIMA,HUAROCHIRI,RICARDO PALMA,,,0.00043704171320351577
LIMA,HUAROCHIRI,SAN ANTONIO,,,0.0016996066624581168
LIMA,HUAROCHIRI,SAN BARTOLOME,,,4.85601903559462e-05
LIMA,HUAROCHIRI,SAN JOSE DE LOS CHORRILLOS,,,0.0001942407614237848
LIMA,HUAROCHIRI,SAN MATEO,,,0.00033992133249162335
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,,,9.71203807118924e-05
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,,,9.71203807118924e-05
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,,,0.00014568057106783858
LIMA,HUAROCHIRI,SANTA EULALIA,,,0.0008740834264070315
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,,,0.00014568057106783858
LIMA,HUAROCHIRI,SURCO,,,0.00014568057106783858
LIMA,HUAURA,AMBAR,,,0.00014568057106783858
LIMA,HUAURA,CALETA DE CARQUIN,,,0.001505365901034332
LIMA,HUAURA,CHECRAS,,,0.00014568057106783858
LIMA,HUAURA,HUACHO,,,0.01175156606613898
LIMA,HUAURA,HUALMAY,,,0.0038848152284756956
LIMA,HUAURA,HUAURA,,,0.003690574467051911
LIMA,HUAURA,PACCHO,,,9.71203807118924e-05
LIMA,HUAURA,SANTA LEONOR,,,4.85601903559462e-05
LIMA,HUAURA,SANTA MARIA,,,0.005050259797018404
LIMA,HUAURA,SAYAN,,,0.0016510464721021707
LIMA,HUAURA,VEGUETA,,,0.0016024862817462244
LIMA,LIMA,ANCON,,,0.0039333754188316415
LIMA,LIMA,ATE,,,0.04967707473413296
LIMA,LIMA,BARRANCO,,,0.005098819987374351
LIMA,LIMA,BREÂ´.Â¢A,,,0.00048560190355946195
LIMA,LIMA,BREÑA,,,0.016024862817462245
LIMA,LIMA,CARABAYLLO,,,0.02054096052056524
LIMA,LIMA,CHACLACAYO,,,0.003787694847763803
LIMA,LIMA,CHORRILLOS,,,0.030787160685669886
LIMA,LIMA,CIENEGUILLA,,,0.0013111251396105473
LIMA,LIMA,COMAS,,,0.059049191472830574
LIMA,LIMA,EL AGUSTINO,,,0.02782498907395717
LIMA,LIMA,INDEPENDENCIA,,,0.022629048705870927
LIMA,LIMA,JESUS MARIA,,,0.01685038605351333
LIMA,LIMA,LA MOLINA,,,0.010051959403680862
LIMA,LIMA,LA VICTORIA,,,0.03603166124411208
LIMA,LIMA,LIMA,,,0.06963531297042684
LIMA,LIMA,LINCE,,,0.009420676929053563
LIMA,LIMA,LOS OLIVOS,,,0.030058757830330695
LIMA,LIMA,LURIGANCHO,,,0.011363084543291409
LIMA,LIMA,LURIN,,,0.0067013062691205745
LIMA,LIMA,MAGDALENA DEL MAR,,,0.006021463604137328
LIMA,LIMA,MIRAFLORES,,,0.009663477880833294
LIMA,LIMA,PACHACAMAC,,,0.005341620939154082
LIMA,LIMA,PUCUSANA,,,0.0014082455203224397
LIMA,LIMA,PUEBLO LIBRE,,,0.010100519594036808
LIMA,LIMA,PUENTE PIEDRA,,,0.020589520710921187
LIMA,LIMA,PUNTA HERMOSA,,,0.00048560190355946195
LIMA,LIMA,PUNTA NEGRA,,,0.00024280095177973098
LIMA,LIMA,RIMAC,,,0.025445539746515807
LIMA,LIMA,SAN BARTOLO,,,0.0007769630456951392
LIMA,LIMA,SAN BORJA,,,0.007478269314815714
LIMA,LIMA,SAN ISIDRO,,,0.0038848152284756956
LIMA,LIMA,SAN JUAN DE LURIGANCHO,,,0.09983975137182538
LIMA,LIMA,SAN JUAN DE MIRAFLORES,,,0.0395279949497402
LIMA,LIMA,SAN LUIS,,,0.005390181129510028
LIMA,LIMA,SAN MARTIN DE PORRES,,,0.06409945126984898
LIMA,LIMA,SAN MIGUEL,,,0.01199436701791871
LIMA,LIMA,SANTA ANITA,,,0.024571456320108775
LIMA,LIMA,SANTA MARIA DEL MAR,,,9.71203807118924e-05
LIMA,LIMA,SANTA ROSA,,,0.0008740834264070315
LIMA,LIMA,SANTIAGO DE SURCO,,,0.025882581459719323
LIMA,LIMA,SURQUILLO,,,0.011265964162579517
LIMA,LIMA,VILLA EL SALVADOR,,,0.055601417957558394
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,,,0.037342786383722626
LIMA,OYON,OYON,,,0.0003884815228475696
LIMA,OYON,PACHANGARA,,,0.0003884815228475696
LIMA,YAUYOS,CARANIA,,,4.85601903559462e-05
LIMA,YAUYOS,CATAHUASI,,,9.71203807118924e-05
LIMA,YAUYOS,CHOCOS,,,9.71203807118924e-05
LIMA,YAUYOS,COLONIA,,,9.71203807118924e-05
LIMA,YAUYOS,HONGOS,,,4.85601903559462e-05
LIMA,YAUYOS,HUAMPARA,,,4.85601903559462e-05
LIMA,YAUYOS,HUANGASCAR,,,9.71203807118924e-05
LIMA,YAUYOS,HUANTAN,,,4.85601903559462e-05
LIMA,YAUYOS,HUAÑEC,,,9.71203807118924e-05
LIMA,YAUYOS,LARAOS,,,4.85601903559462e-05
LIMA,YAUYOS,PUTINZA,,,0.00014568057106783858
LIMA,YAUYOS,SAN PEDRO DE PILAS,,,4.85601903559462e-05
LIMA,YAUYOS,TAURIPAMPA,,,4.85601903559462e-05
LIMA,YAUYOS,TOMAS,,,4.85601903559462e-05
LIMA,YAUYOS,VITIS,,,4.85601903559462e-05
LIMA,YAUYOS,VIÑAC,,,4.85601903559462e-05
LIMA,YAUYOS,YAUYOS,,,0.00024280095177973098
LORETO,ALTO AMAZONAS,JEBEROS,,,0.000835421888053467
LORETO,ALTO AMAZONAS,LAGUNAS,,,0.000835421888053467
LORETO,ALTO AMAZONAS,YURIMAGUAS,,,0.05263157894736842
LORETO,DATEM DEL MARANON,BARRANCA,,,0.000835421888053467
LORETO,DATEM DEL MARAÑON,ANDOAS,,,0.001670843776106934
LORETO,DATEM DEL MARAÑON,BARRANCA,,,0.01086048454469507
LORETO,DATEM DEL MARAÑON,MANSERICHE,,,0.001670843776106934
LORETO,LORETO,NAUTA,,,0.036758563074352546
LORETO,LORETO,PARINARI,,,0.002506265664160401
LORETO,LORETO,TIGRE,,,0.001670843776106934
LORETO,LORETO,TROMPETEROS,,,0.006683375104427736
LORETO,LORETO,URARINAS,,,0.001670843776106934
LORETO,MARISCAL RAMON CASTILLA,PEBAS,,,0.010025062656641603
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,,,0.02756892230576441
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,,,0.006683375104427736
LORETO,MARISCAL RAMON CASTILLA,YAVARI,,,0.005847953216374269
LORETO,MAYNAS,BELEN,,,0.05764411027568922
LORETO,MAYNAS,FERNANDO LORES,,,0.004177109440267335
LORETO,MAYNAS,INDIANA,,,0.011695906432748537
LORETO,MAYNAS,IQUITOS,,,0.32748538011695905
LORETO,MAYNAS,LAS AMAZONAS,,,0.002506265664160401
LORETO,MAYNAS,MAZAN,,,0.003341687552213868
LORETO,MAYNAS,NAPO,,,0.000835421888053467
LORETO,MAYNAS,PUNCHANA,,,0.1035923141186299
LORETO,MAYNAS,SAN JUAN BAUTISTA,,,0.0960735171261487
LORETO,PUTUMAYO,PUTUMAYO,,,0.004177109440267335
LORETO,REQUENA,CAPELO,,,0.002506265664160401
LORETO,REQUENA,JENARO HERRERA,,,0.006683375104427736
LORETO,REQUENA,MAQUIA,,,0.005012531328320802
LORETO,REQUENA,PUINAHUA,,,0.000835421888053467
LORETO,REQUENA,REQUENA,,,0.02506265664160401
LORETO,REQUENA,TAPICHE,,,0.000835421888053467
LORETO,UCAYALI,CONTAMANA,,,0.02506265664160401
LORETO,UCAYALI,INAHUAYA,,,0.001670843776106934
LORETO,UCAYALI,PADRE MARQUEZ,,,0.000835421888053467
LORETO,UCAYALI,SARAYACU,,,0.005012531328320802
LORETO,UCAYALI,VARGAS GUERRA,,,0.005012531328320802
MADRE DE DIOS,MANU,FITZCARRALD,,,0.00558659217877095
MADRE DE DIOS,MANU,HUEPETUHE,,,0.0223463687150838
MADRE DE DIOS,MANU,MANU,,,0.01675977653631285
MADRE DE DIOS,TAHUAMANU,IBERIA,,,0.03910614525139665
MADRE DE DIOS,TAHUAMANU,IÑAPARI,,,0.00558659217877095
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,,,0.0111731843575419
MADRE DE DIOS,TAMBOPATA,INAMBARI,,,0.0335195530726257
MADRE DE DIOS,TAMBOPATA,LABERINTO,,,0.0223463687150838
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,,,0.0111731843575419
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,,,0.8268156424581006
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,,,0.002188183807439825
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,,,0.00437636761487965
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,,,0.00437636761487965
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,,,0.006564551422319475
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,,,0.01312910284463895
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,,,0.002188183807439825
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,,,0.002188183807439825
MOQUEGUA,ILO,EL ALGARROBAL,,,0.00437636761487965
MOQUEGUA,ILO,ILO,,,0.5185995623632386
MOQUEGUA,ILO,PACOCHA,,,0.024070021881838075
MOQUEGUA,MARISCAL NIETO,CARUMAS,,,0.0087527352297593
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,,,0.3544857768052516
MOQUEGUA,MARISCAL NIETO,SAMEGUA,,,0.024070021881838075
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,,,0.010940919037199124
MOQUEGUA,MARISCAL NIETO,TORATA,,,0.019693654266958426
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,,,0.004098360655737705
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,,,0.012295081967213115
PASCO,DANIEL ALCIDES CARRION,PAUCAR,,,0.012295081967213115
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,,,0.004098360655737705
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,,,0.028688524590163935
PASCO,DANIEL ALCIDES CARRION,TAPUC,,,0.020491803278688523
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,,,0.004098360655737705
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,,,0.05327868852459016
PASCO,OXAPAMPA,CHONTABAMBA,,,0.02459016393442623
PASCO,OXAPAMPA,CIUDAD CONSTITUCION,,,0.020491803278688523
PASCO,OXAPAMPA,CONSTITUCION,,,0.020491803278688523
PASCO,OXAPAMPA,HUANCABAMBA,,,0.004098360655737705
PASCO,OXAPAMPA,OXAPAMPA,,,0.045081967213114756
PASCO,OXAPAMPA,PALCAZU,,,0.012295081967213115
PASCO,OXAPAMPA,POZUZO,,,0.004098360655737705
PASCO,OXAPAMPA,PUERTO BERMUDEZ,,,0.045081967213114756
PASCO,OXAPAMPA,VILLA RICA,,,0.11475409836065574
PASCO,PASCO,CHAUPIMARCA,,,0.15163934426229508
PASCO,PASCO,HUACHON,,,0.012295081967213115
PASCO,PASCO,HUARIACA,,,0.06147540983606557
PASCO,PASCO,HUAYLLAY,,,0.03278688524590164
PASCO,PASCO,NINACACA,,,0.012295081967213115
PASCO,PASCO,OXAPAMPA,,,0.004098360655737705
PASCO,PASCO,PALLANCHACRA,,,0.004098360655737705
PASCO,PASCO,PAUCARTAMBO,,,0.06147540983606557
PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,,,0.00819672131147541
PASCO,PASCO,SIMON BOLIVAR,,,0.03278688524590164
PASCO,PASCO,TICLACAYAN,,,0.00819672131147541
PASCO,PASCO,TINYAHUARCO,,,0.03278688524590164
PASCO,PASCO,VICCO,,,0.036885245901639344
PASCO,PASCO,YANACANCHA,,,0.10245901639344263
PIURA,AYABACA,AYABACA,,,0.006185567010309278
PIURA,AYABACA,FRIAS,,,0.002474226804123711
PIURA,AYABACA,JILILI,,,0.0012371134020618556
PIURA,AYABACA,MONTERO,,,0.0012371134020618556
PIURA,AYABACA,PACAIPAMPA,,,0.002474226804123711
PIURA,AYABACA,PAIMAS,,,0.0032989690721649486
PIURA,AYABACA,SAPILLICA,,,0.002474226804123711
PIURA,AYABACA,SICCHEZ,,,0.0004123711340206186
PIURA,AYABACA,SUYO,,,0.002474226804123711
PIURA,HUANCABAMBA,CANCHAQUE,,,0.002061855670103093
PIURA,HUANCABAMBA,HUANCABAMBA,,,0.006185567010309278
PIURA,HUANCABAMBA,HUARMACA,,,0.002061855670103093
PIURA,HUANCABAMBA,LALAQUIZ,,,0.0012371134020618556
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,,,0.0016494845360824743
PIURA,HUANCABAMBA,SONDORILLO,,,0.0016494845360824743
PIURA,MORROPON,BUENOS AIRES,,,0.002061855670103093
PIURA,MORROPON,CHALACO,,,0.0008247422680412372
PIURA,MORROPON,CHULUCANAS,,,0.09278350515463918
PIURA,MORROPON,LA MATANZA,,,0.002474226804123711
PIURA,MORROPON,MORROPON,,,0.0053608247422680414
PIURA,MORROPON,SALITRAL,,,0.0008247422680412372
PIURA,MORROPON,SALITRAL (DIRESA PIURA),,,0.0004123711340206186
PIURA,MORROPON,SAN JUAN DE BIGOTE,,,0.0032989690721649486
PIURA,MORROPON,SANTO DOMINGO,,,0.0008247422680412372
PIURA,MORROPON,YAMANGO,,,0.0008247422680412372
PIURA,PAITA,AMOTAPE,,,0.0032989690721649486
PIURA,PAITA,COLAN,,,0.01154639175257732
PIURA,PAITA,LA HUACA,,,0.00865979381443299
PIURA,PAITA,PAITA,,,0.08824742268041237
PIURA,PAITA,TAMARINDO,,,0.00288659793814433
PIURA,PAITA,VICHAYAL,,,0.004536082474226804
PIURA,PIURA,CASTILLA,,,0.1002061855670103
PIURA,PIURA,CATACAOS,,,0.033814432989690724
PIURA,PIURA,CURA MORI,,,0.0053608247422680414
PIURA,PIURA,EL TALLAN,,,0.002061855670103093
PIURA,PIURA,LA ARENA,,,0.013195876288659794
PIURA,PIURA,LA UNION,,,0.014845360824742268
PIURA,PIURA,LAS LOMAS,,,0.010309278350515464
PIURA,PIURA,PIURA,,,0.1336082474226804
PIURA,PIURA,TAMBO GRANDE,,,0.028041237113402062
PIURA,PIURA,VEINTISEIS DE OCTUBRE,,,0.03505154639175258
PIURA,PIURA,VEINTISÉIS DE OCTUBRE,,,0.044948453608247424
